novel referent (MUL),forget,power,familiar referent (SUM),repetitions,novel word,scene,prop-overlapping-features,ratio (PROD),number of novel features,overlapping feature(s),iterations,path,maxtime,probabilistic,dummy,ratio (SUM),name,prop-novel-features,novelty,familiar referent (MUL),corpus-path,novel referent (SUM),n-features,fix-words,familiar object,lambda
2.02294922731e-13,False,1,0.00155918331016,1,plier:N,"['organism#1', 'natural object#1', 'sun', 'novelft#2', 'person#1', 'whole#2', 'celestial body#1', 'novelft#1', 'star#1']",0.2,0.326316788674,2,['whole#2'],1,./results_ref_prob,1000,True,False,0.54898480462,fixed features,0.4,False,6.19934155253e-13,input_wn_fu_cs_scaled_categ.dev,0.000855967944893,5,False,sun:N,-1
1.54236337811e-12,False,1,0.000658199218284,1,behind:N,"['part#3', 'natural object#1', 'novelft#1', 'novelft#2', 'body part#1', 'whole#2', 'physical entity#1', 'object#1', 'celestial body#1']",0.2,2607.90571409,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,2.20629788923,fixed features,0.4,False,5.91418382104e-16,input_wn_fu_cs_scaled_categ.dev,0.00145218354599,5,False,star:N,-1
novel referent (MUL),forget,power,familiar referent (SUM),repetitions,novel word,scene,prop-overlapping-features,ratio (PROD),number of novel features,overlapping feature(s),iterations,path,maxtime,probabilistic,dummy,ratio (SUM),name,prop-novel-features,novelty,familiar referent (MUL),corpus-path,novel referent (SUM),n-features,fix-words,familiar object,lambda
8.0390237093e-14,False,1,0.00122946997699,1,brick:N,"['external body part#1', 'part#3', 'artifact#1', 'novelft#1', 'novelft#2', 'body part#1', 'physical entity#1', 'instrumentality#3', 'thing#12']",0.2,3.83086908596,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,0.482534466698,fixed features,0.4,False,2.0984856253e-14,input_wn_fu_cs_scaled_categ.dev,0.000593261639669,5,False,foot:N,-1
1.78650774793e-12,False,1,0.00043897093918,1,shoulder:N,"['creation#2', 'part#3', 'artifact#1', 'novelft#1', 'novelft#2', 'whole#2', 'physical entity#1', 'object#1', 'thing#12']",0.2,16383.7579313,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,3.40034493168,fixed features,0.4,False,1.09041390591e-16,input_wn_fu_cs_scaled_categ.dev,0.0014926526082,5,False,snowman:N,-1
1.63137719344e-12,False,1,0.000431435806839,1,mouth:N,"['part#3', 'artifact#1', 'novelft#1', 'novelft#2', 'body part#1', 'whole#2', 'physical entity#1', 'structure#1', 'object#1']",0.2,31645.0103898,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,3.40124075884,fixed features,0.4,False,5.15524303309e-17,input_wn_fu_cs_scaled_categ.dev,0.00146741705104,5,False,house:N,-1
5.43030970949e-12,False,1,0.000431396451255,1,dinner:N,"['food#1', 'artifact#1', 'novelft#1', 'novelft#2', 'substance#7', 'whole#2', 'physical entity#1', 'structure#1', 'object#1']",0.2,105405.564933,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,4.09581332247,fixed features,0.4,False,5.15182449138e-17,input_wn_fu_cs_scaled_categ.dev,0.00176691933232,5,False,shop:N,-1
1.06415600355e-11,False,1,0.0013389472607,1,lemonade:N,"['food#2', 'food#1', 'matter#3', 'novelft#2', 'substance#7', 'baked goods#1', 'physical entity#1', 'novelft#1', 'solid#1']",0.2,89.1237235948,2,['matter#3'],1,./results_ref_prob,1000,True,False,2.0521366717,fixed features,0.4,False,1.19402103125e-13,input_wn_fu_cs_scaled_categ.dev,0.00274770277516,5,False,pie:N,-1
1.84744340691e-12,False,1,0.000428392511634,1,head:N,"['part#3', 'artifact#1', 'novelft#1', 'novelft#2', 'body part#1', 'whole#2', 'structure#1', 'object#1', 'physical entity#1']",0.2,37006.5404451,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,3.48577149044,fixed features,0.4,False,4.99220782243e-17,input_wn_fu_cs_scaled_categ.dev,0.00149327840377,5,False,door:N,-1
3.72481414964e-10,False,1,0.0022033146194,1,work:N,"['visual property#1', 'novelft#2', 'color', 'novelft#1', 'abstraction#6', 'attribute#2', 'property#2', 'psychological feature#1', 'act#2']",0.2,1324.77068207,2,['abstraction#6'],1,./results_ref_prob,1000,True,False,4.07186529317,fixed features,0.4,False,2.81166710589e-13,input_wn_fu_cs_scaled_categ.dev,0.00897160032866,5,False,color:N,-1
6.26122571778e-14,False,1,0.00122957373581,1,plate:N,"['part#3', 'organ#1', 'novelft#1', 'novelft#2', 'body part#1', 'physical entity#1', 'object#1', 'artifact#1', 'thing#12']",0.2,2.91762966988,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,0.453156239609,fixed features,0.4,False,2.14599741098e-14,input_wn_fu_cs_scaled_categ.dev,0.00055718901044,5,False,eye:N,-1
6.30661470907e-14,False,1,0.00123032823446,1,mat:N,"['part#3', 'organ#1', 'novelft#1', 'novelft#2', 'body part#1', 'physical entity#1', 'object#1', 'artifact#1', 'thing#12']",0.2,2.92783556225,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,0.45416361961,fixed features,0.4,False,2.15401943688e-14,input_wn_fu_cs_scaled_categ.dev,0.00055877032427,5,False,eye:N,-1
2.88854821028e-12,False,1,0.000438941115353,1,stuff:N,"['part#1', 'physical entity#1', 'artifact#1', 'novelft#1', 'novelft#2', 'whole#2', 'structure#1', 'object#1', 'relation#1']",0.2,50424.7882804,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,3.64805889709,fixed features,0.4,False,5.72842903022e-17,input_wn_fu_cs_scaled_categ.dev,0.00160128304116,5,False,shop:N,-1
6.59591970408e-14,False,1,0.00142995313482,1,wall:N,"['physical entity#1', 'sense organ#1', 'novelft#1', 'novelft#2', 'part#3', 'body part#1', 'organ#1', 'object#1', 'artifact#1']",0.2,0.231256605302,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,0.396394490108,fixed features,0.4,False,2.85220813281e-13,input_wn_fu_cs_scaled_categ.dev,0.000566825543754,5,False,eye:N,-1
6.74737963478e-14,False,1,0.00122957373581,1,shoe:N,"['part#3', 'organ#1', 'novelft#1', 'novelft#2', 'body part#1', 'whole#2', 'physical entity#1', 'artifact#1', 'thing#12']",0.2,3.14416951309,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,0.462320930655,fixed features,0.4,False,2.14599741098e-14,input_wn_fu_cs_scaled_categ.dev,0.000568457673847,5,False,eye:N,-1
8.69620520786e-12,False,1,0.000959395469937,1,meat:N,"['food#2', 'natural object#1', 'novelft#1', 'novelft#2', 'whole#2', 'physical entity#1', 'celestial body#1', 'solid#1', 'star#1']",0.2,500.448109154,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,1.94046863678,fixed features,0.4,False,1.73768369763e-14,input_wn_fu_cs_scaled_categ.dev,0.00186167681968,5,False,sun:N,-1
1.92392378977e-12,False,1,0.00133663374635,1,foot:N,"['food#2', 'matter#3', 'novelft#2', 'body part#1', 'baked goods#1', 'physical entity#1', 'novelft#1', 'solid#1', 'thing#12']",0.2,16.0586358918,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,1.12813493015,fixed features,0.4,False,1.1980617798e-13,input_wn_fu_cs_scaled_categ.dev,0.00150790321807,5,False,pie:N,-1
4.20892795413e-13,False,1,0.00123733566961,1,wall:N,"['part#3', 'organ#1', 'novelft#1', 'novelft#2', 'body part#1', 'physical entity#1', 'structure#1', 'artifact#1', 'thing#12']",0.2,19.32321494,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,0.595952767747,fixed features,0.4,False,2.1781716796e-14,input_wn_fu_cs_scaled_categ.dev,0.000737393616933,5,False,eye:N,-1
6.85007894664e-14,False,1,0.00123032823446,1,mat:N,"['part#3', 'organ#1', 'novelft#1', 'novelft#2', 'body part#1', 'whole#2', 'physical entity#1', 'artifact#1', 'thing#12']",0.2,3.18013794554,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,0.46432437147,fixed features,0.4,False,2.15401943688e-14,input_wn_fu_cs_scaled_categ.dev,0.000571271384167,5,False,eye:N,-1
8.69620520786e-12,False,1,0.000380566774368,1,baba:N,"['food#2', 'artifact#1', 'novelft#1', 'novelft#2', 'whole#2', 'physical entity#1', 'object#1', 'solid#1', 'instrumentality#3']",0.2,858067.857929,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,4.8918532701,fixed features,0.4,False,1.01346357721e-17,input_wn_fu_cs_scaled_categ.dev,0.00186167681968,5,False,crayon:N,-1
1.10743751111e-11,False,1,0.00122957373581,1,dinner:N,"['part#3', 'organ#1', 'matter#3', 'novelft#2', 'body part#1', 'physical entity#1', 'nutriment#1', 'novelft#1', 'thing#12']",0.2,516.047925052,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,1.26019867583,fixed features,0.4,False,2.14599741098e-14,input_wn_fu_cs_scaled_categ.dev,0.0015495071937,5,False,nose:N,-1
6.79568507318e-16,False,1,5.10878436976e-05,1,none:N,"['novelft#1', 'novelft#2', 'indefinite#0', 'singular#0', 'determiner#0', 'definite#0', 'pronoun#0', 'it#0', 'relation#0']",0.2,1246509.49719,2,['determiner#0'],1,./results_ref_prob,1000,True,False,2.25388192807,fixed features,0.4,False,5.45177159782e-22,input_wn_fu_cs_scaled_categ.dev,0.000115145967654,5,False,it:N,-1
1.0122117007e-12,False,1,0.000438941115353,1,stuff:N,"['part#1', 'physical entity#1', 'artifact#1', 'matter#3', 'novelft#2', 'whole#2', 'structure#1', 'object#1', 'novelft#1']",0.2,17669.9701674,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,3.00967803356,fixed features,0.4,False,5.72842903022e-17,input_wn_fu_cs_scaled_categ.dev,0.0013210714329,5,False,shop:N,-1
8.37371265357e-14,False,1,0.00122315222039,1,ball:N,"['instrumentality#3', 'part#3', 'organ#1', 'novelft#1', 'novelft#2', 'body part#1', 'physical entity#1', 'artifact#1', 'thing#12']",0.2,3.9384944451,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,0.491560383863,fixed features,0.4,False,2.12612021428e-14,input_wn_fu_cs_scaled_categ.dev,0.000601253174979,5,False,eye:N,-1
3.31155719846e-11,False,1,0.000672111734464,1,flower:N,"['natural object#1', 'novelft#1', 'novelft#2', 'vascular plant#1', 'whole#2', 'physical entity#1', 'object#1', 'celestial body#1', 'plant#2']",0.2,52307.4024791,2,['whole#2'],1,./results_ref_prob,1000,True,False,2.87837168393,fixed features,0.4,False,6.33095325234e-16,input_wn_fu_cs_scaled_categ.dev,0.00193458738492,5,False,star:N,-1
1.575896341e-13,False,1,0.000661396540509,1,child:N,"['natural object#1', 'novelft#1', 'novelft#2', 'whole#2', 'physical entity#1', 'living thing#1', 'celestial body#1', 'object#1']",0.2,260.086116628,2,"['whole#2', 'object#1']",1,./results_ref_prob,1000,True,False,1.18304264922,fixed features,0.4,False,6.05913288042e-16,input_wn_fu_cs_scaled_categ.dev,0.000782460315471,5,False,star:N,-1
4.68173410622e-13,False,1,0.000694648104929,1,granddad:N,"['causal agent#1', 'sun', 'novelft#2', 'whole#2', 'physical entity#1', 'living thing#1', 'celestial body#1', 'novelft#1', 'object#1']",0.2,100.276966112,2,['whole#2'],1,./results_ref_prob,1000,True,False,1.51099405961,fixed features,0.4,False,4.66880310378e-15,input_wn_fu_cs_scaled_categ.dev,0.00104960916007,5,False,sun:N,-1
3.77807358077e-10,False,1,0.00125605439265,1,lemonade:N,"['food#2', 'produce#1', 'matter#3', 'novelft#2', 'whole#2', 'beverage#1', 'liquid#1', 'novelft#1', 'solid#1']",0.2,4797.67831902,2,['matter#3'],1,./results_ref_prob,1000,True,False,3.24866065698,fixed features,0.4,False,7.87479553557e-14,input_wn_fu_cs_scaled_categ.dev,0.00408049448844,5,False,orange:N,-1
1.55288153107e-10,False,1,0.00424355594538,1,problem:N,"['measure#2', 'state#2', 'condition#1', 'novelft#1', 'novelft#2', 'attribute#2', 'physical condition#1', 'indefinite quantity#1', 'small indefinite quantity#1']",0.2,27.7284204282,2,['state#2'],1,./results_ref_prob,1000,True,False,1.11146080509,fixed features,0.4,False,5.60032453018e-12,input_wn_fu_cs_scaled_categ.dev,0.0047165461075,5,False,bit:N,-1
1.7901882367e-12,False,1,0.000428805379678,1,hand:N,"['part#3', 'artifact#1', 'novelft#1', 'novelft#2', 'body part#1', 'whole#2', 'structure#1', 'object#1', 'physical entity#1']",0.2,35649.7119386,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,3.46668496002,fixed features,0.4,False,5.02160645725e-17,input_wn_fu_cs_scaled_categ.dev,0.00148653316051,5,False,window:N,-1
1.54007207262e-13,False,1,0.00122946997699,1,brick:N,"['external body part#1', 'part#3', 'novelft#1', 'novelft#2', 'body part#1', 'whole#2', 'physical entity#1', 'instrumentality#3', 'thing#12']",0.2,7.33896889284,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,0.642355830983,fixed features,0.4,False,2.0984856253e-14,input_wn_fu_cs_scaled_categ.dev,0.00078975720874,5,False,foot:N,-1
1.53656649635e-13,False,1,0.00124241525144,1,shell:N,"['part#3', 'sense organ#1', 'novelft#1', 'novelft#2', 'body part#1', 'whole#2', 'physical entity#1', 'instrumentality#3', 'thing#12']",0.2,3.7047870233,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,0.63534386731,fixed features,0.4,False,4.14751640698e-14,input_wn_fu_cs_scaled_categ.dev,0.000789360910656,5,False,eye:N,-1
3.1659535205e-16,False,1,0.000182981066901,1,it:N,"['them#0', 'novelft#1', 'novelft#2', 'singular#0', 'determiner#0', 'pronoun#0', 'plural#0', '3rd_person#0', 'nominative#0']",0.2,16.6916436052,2,['pronoun#0'],1,./results_ref_prob,1000,True,False,0.542948995448,fixed features,0.4,False,1.89672964232e-17,input_wn_fu_cs_scaled_categ.dev,9.93493864597e-05,5,False,them:N,-1
1.78650774793e-12,False,1,0.000431396451255,1,neck:N,"['part#3', 'artifact#1', 'novelft#1', 'novelft#2', 'whole#2', 'physical entity#1', 'structure#1', 'object#1', 'thing#12']",0.2,34677.1857411,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,3.46004841684,fixed features,0.4,False,5.15182449138e-17,input_wn_fu_cs_scaled_categ.dev,0.0014926526082,5,False,shop:N,-1
3.14635647438e-11,False,1,0.000954216658173,1,flower:N,"['natural object#1', 'sun', 'novelft#2', 'vascular plant#1', 'physical entity#1', 'object#1', 'celestial body#1', 'plant#2', 'novelft#1']",0.2,1272.87098094,2,['object#1'],1,./results_ref_prob,1000,True,False,1.93851897337,fixed features,0.4,False,2.47185812348e-14,input_wn_fu_cs_scaled_categ.dev,0.00184976709657,5,False,sun:N,-1
5.5046816905e-11,False,1,0.00224295223233,1,life:N,"['visual property#1', 'state#2', 'novelft#1', 'abstraction#6', 'attribute#2', 'property#2', 'color#1', 'novelft#2', 'chromatic color#1']",0.2,133.635545922,2,['attribute#2'],1,./results_ref_prob,1000,True,False,1.9106347669,fixed features,0.4,False,4.11917476934e-13,input_wn_fu_cs_scaled_categ.dev,0.00428546251557,5,False,green:N,-1
1.01293990235e-09,False,1,0.00220560375485,1,song:N,"['communication#2', 'visual property#1', 'auditory communication#1', 'color', 'novelft#1', 'abstraction#6', 'attribute#2', 'property#2', 'novelft#2']",0.2,3589.22730125,2,['abstraction#6'],1,./results_ref_prob,1000,True,False,4.12295095415,fixed features,0.4,False,2.82216704972e-13,input_wn_fu_cs_scaled_categ.dev,0.00909359610555,5,False,color:N,-1
1.80418395357e-13,False,1,0.0012488189669,1,crayon:N,"['part#3', 'organ#1', 'novelft#1', 'novelft#2', 'body part#1', 'whole#2', 'physical entity#1', 'instrumentality#3', 'thing#12']",0.2,8.17655085437,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,0.663307553109,fixed features,0.4,False,2.2065342535e-14,input_wn_fu_cs_scaled_categ.dev,0.000828351053209,5,False,eye:N,-1
2.44445413037e-13,False,1,0.000679073560162,1,child:N,"['natural object#1', 'novelft#1', 'novelft#2', 'person#1', 'whole#2', 'physical entity#1', 'object#1', 'star#1', 'living thing#1']",0.2,109.374332625,2,['whole#2'],1,./results_ref_prob,1000,True,False,1.33717985135,fixed features,0.4,False,2.2349431276e-15,input_wn_fu_cs_scaled_categ.dev,0.000908043482231,5,False,sun:N,-1
6.49360286954e-11,False,1,0.00224295223233,1,wrong:N,"['visual property#1', 'novelft#1', 'abstraction#6', 'quality#1', 'attribute#2', 'property#2', 'color#1', 'novelft#2', 'chromatic color#1']",0.2,157.643295882,2,['attribute#2'],1,./results_ref_prob,1000,True,False,1.96392774404,fixed features,0.4,False,4.11917476934e-13,input_wn_fu_cs_scaled_categ.dev,0.00440499611762,5,False,yellow:N,-1
7.07861197805e-14,False,1,0.00124876346969,1,telephone:N,"['part#3', 'organ#1', 'novelft#1', 'novelft#2', 'body part#1', 'whole#2', 'physical entity#1', 'artifact#1', 'thing#12']",0.2,3.1964719463,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,0.462085125238,fixed features,0.4,False,2.21450777512e-14,input_wn_fu_cs_scaled_categ.dev,0.000577035024283,5,False,nose:N,-1
1.22123795249e-13,False,1,0.00122457130739,1,highchair:N,"['part#3', 'organ#1', 'novelft#1', 'novelft#2', 'body part#1', 'whole#2', 'physical entity#1', 'object#1', 'thing#12']",0.2,5.69117914427,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,0.597614113052,fixed features,0.4,False,2.14584345621e-14,input_wn_fu_cs_scaled_categ.dev,0.000731821095732,5,False,eye:N,-1
7.46515463761e-12,False,1,0.0012343290678,1,roof:N,"['part#3', 'organ#1', 'novelft#1', 'novelft#2', 'body part#1', 'whole#2', 'physical entity#1', 'covering#2', 'thing#12']",0.2,345.254304674,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,0.915912960783,fixed features,0.4,False,2.16221913429e-14,input_wn_fu_cs_scaled_categ.dev,0.00113053799107,5,False,eye:N,-1
6.74737963478e-14,False,1,0.00122957373581,1,sleeve:N,"['part#3', 'organ#1', 'novelft#1', 'novelft#2', 'body part#1', 'whole#2', 'physical entity#1', 'artifact#1', 'thing#12']",0.2,3.14416951309,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,0.462320930655,fixed features,0.4,False,2.14599741098e-14,input_wn_fu_cs_scaled_categ.dev,0.000568457673847,5,False,nose:N,-1
1.10743751111e-11,False,1,0.00122892197128,1,dinner:N,"['external body part#1', 'part#3', 'matter#3', 'novelft#2', 'body part#1', 'physical entity#1', 'nutriment#1', 'novelft#1', 'thing#12']",0.2,528.826385758,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,1.26086702811,fixed features,0.4,False,2.09414193567e-14,input_wn_fu_cs_scaled_categ.dev,0.0015495071937,5,False,foot:N,-1
1.95543390818e-13,False,1,0.000658199218284,1,nobody:N,"['organism#1', 'natural object#1', 'novelft#1', 'novelft#2', 'whole#2', 'physical entity#1', 'living thing#1', 'celestial body#1', 'object#1']",0.2,330.634617954,2,['whole#2'],1,./results_ref_prob,1000,True,False,1.28863201992,fixed features,0.4,False,5.91418382104e-16,input_wn_fu_cs_scaled_categ.dev,0.000848176588164,5,False,star:N,-1
2.33647409024e-12,False,1,0.000672111734464,1,flower:N,"['organism#1', 'natural object#1', 'novelft#1', 'novelft#2', 'whole#2', 'physical entity#1', 'object#1', 'celestial body#1', 'plant#2']",0.2,3690.55653567,2,['whole#2'],1,./results_ref_prob,1000,True,False,1.69491712978,fixed features,0.4,False,6.33095325234e-16,input_wn_fu_cs_scaled_categ.dev,0.00113917369187,5,False,star:N,-1
3.83696370418e-11,False,1,0.000649208567038,1,star:N,"['natural object#1', 'novelft#1', 'novelft#2', 'person#1', 'whole#2', 'object#1', 'celestial body#1', 'relative#1', 'living thing#1']",0.2,55507.1574299,2,['object#1'],1,./results_ref_prob,1000,True,False,3.02485433236,fixed features,0.4,False,6.91255665366e-16,input_wn_fu_cs_scaled_categ.dev,0.00196376134661,5,False,daddy:N,-1
1.90538982874e-13,False,1,0.00155918331016,1,child:N,"['natural object#1', 'sun', 'novelft#2', 'person#1', 'whole#2', 'physical entity#1', 'celestial body#1', 'novelft#1', 'star#1']",0.2,0.30735358144,2,['whole#2'],1,./results_ref_prob,1000,True,False,0.537946086556,fixed features,0.4,False,6.19934155253e-13,input_wn_fu_cs_scaled_categ.dev,0.000838756559922,5,False,sun:N,-1
4.31365578898e-12,False,1,0.000431726105142,1,coloring:N,"['physical entity#1', 'artifact#1', 'matter#3', 'novelft#2', 'whole#2', 'structure#1', 'object#1', 'novelft#1', 'foodstuff#2']",0.2,83413.1354756,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,3.51749522848,fixed features,0.4,False,5.17143464801e-17,input_wn_fu_cs_scaled_categ.dev,0.00151859451485,5,False,window:N,-1
1.50748877614e-11,False,1,0.00133034240895,1,head:N,"['food#2', 'external body part#1', 'matter#3', 'novelft#2', 'baked goods#1', 'physical entity#1', 'novelft#1', 'solid#1', 'thing#12']",0.2,127.244826629,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,1.36314468529,fixed features,0.4,False,1.18471517946e-13,input_wn_fu_cs_scaled_categ.dev,0.00181344918438,5,False,pie:N,-1
8.02139385299e-14,False,1,0.00122957373581,1,toothbrush:N,"['instrumentality#3', 'part#3', 'organ#1', 'novelft#1', 'novelft#2', 'body part#1', 'physical entity#1', 'artifact#1', 'thing#12']",0.2,3.7378394829,2,['physical entity#1'],1,./results_ref_prob,1000,True,False,0.48227227506,fixed features,0.4,False,2.14599741098e-14,input_wn_fu_cs_scaled_categ.dev,0.000592989322921,5,False,eye:N,-1
